ID,Famille,Catégorie,Nom français,Nom court,Type,Numéro,rue,Étage,Bureau,Ville,Code postal,Arrondissement,Classification,Longitude,Latitude
3107,Service public,Établissement scolaire,École Saint-Bernardin,,École primaire,7900,8e Avenue,0, ,Montréal,H1Z 2V9,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.60953886,45.56093275
3108,Service public,Établissement scolaire,École Sainte-Cécile,,École primaire,7230,Avenue de Gaspé,0, ,Montréal,H2R 1Z6,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.61792755,45.53688049
3109,Service public,Établissement scolaire,École Sainte-Dorothy Elementary School,,École primaire,8961,6e Avenue,0, ,Montréal,H1Z 2T7,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62766266,45.56840515
3110,Service public,Établissement scolaire,École Sainte-Lucie,,École primaire,2550,Rue Champdoré,0, ,Montréal,H1Z 0A9,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.63446432,45.57182876
3111,Service public,Établissement scolaire,École Saint-Gabriel-Lalemant,,École primaire,7350,Rue Garnier,0, ,Montréal,H2E 2A3,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.61147461,45.5471362
3112,Service public,Établissement scolaire,École Saint-Gabriel-Lalemant Annexe,,École primaire,7375,Rue Garnier,0, ,Montréal,H2E 2A3,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.61118183,45.54752628
3113,Service public,Établissement scolaire,École Saint-Grégoire-le-Grand,,École primaire,7950,Rue Cartier,0, ,Montréal,H2E 2K2,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.61649256,45.55272437
3114,Service public,Établissement scolaire,École Saint-Mathieu,,École primaire,7230,8e Avenue,0, ,Montréal,H2A 3C7,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.5999681,45.55684562
3116,Service public,Service municipal,Tandem Villeray-St-Michel-Parc Extension,,Service communautaire,7378,Rue Lajeunesse,0,315,Montréal,H2R 2H8,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61775345,45.54046658
3118,Service public,Établissement scolaire,École Saint-Pierre-Apôtre,,École primaire,8550,Rue Clark,0, ,Montréal,H2P 2N7,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.63911115,45.5400229
3119,Service public,Établissement scolaire,École secondaire Georges-Vanier,,École secondaire et professionnelle,1205,Rue Jarry Est,0, ,Montréal,H2P 1W9,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62387914,45.54954356
3120,Service public,Établissement scolaire,École secondaire Joseph-Charbonneau,,École secondaire et professionnelle,8200,Rue Rousselot,0, ,Montréal,H2E 1Z6,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62265734,45.55110748
3121,Service public,Établissement scolaire,École secondaire Joseph-François-Perrault,,École secondaire et professionnelle,7450,Rue François Perrault,0, ,Montréal,H2A 1L9,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.59986984,45.56331102
3122,Service public,Établissement scolaire,École Louis-Joseph-Papineau,,École secondaire et professionnelle,2901,Rue de Louvain Est,0, ,Montréal,H1Z 1J7,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.63317194,45.5709256
3123,Service public,Établissement scolaire,École Lucien-Pagé,,École secondaire et professionnelle,8200,Boulevard Saint-Laurent,0, ,Montréal,H2P 2L8,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.63328434,45.53879864
3124,Service public,Établissement scolaire,École Sinclair Laird School,,École primaire,8380,Avenue Wiseman,0, ,Montréal,H3N 1E3,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.64166136,45.53030596
3125,Service public,Établissement scolaire,École Victor-Doré,,École primaire,1350,Boulevard Crémazie Est,0, ,Montréal,H2E 1A1,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62493321,45.55176293
3126,Service public,Service municipal,Centre de récupération et de tri des matières recyclables,,Centre de récupération et de tri,24,Rue Michel-Jurdant,0, ,Montréal,H1Z 4N7,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61842957,45.55818319
3128,Service public,Service municipal,Écocentre de Saint-Michel,Écocentre,Centre de récupération et de tri,2475,Rue des Regrattiers,0, ,Montréal,H1Z 4P2 ,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61656188,45.55950541
3129,Service public,Service de santé,Hôpital Jean-Talon (urgence 24 h),Hôpital Jean-Talon,Hôpital,1385,Rue Jean-Talon Est,0, ,Montréal,H2E 1S6,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.60931572,45.54590759
3130,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Babylone,,Jardin communautaire, ,Avenue Ball au sud de la Rue Jarry,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.63252365,45.53253648
3131,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Champdoré,,Jardin communautaire, ,Avenue Charton et Avenue Charland,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.64152092,45.56562902
3132,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire de Lille,,Jardin communautaire, ,"Entre les rues Bruchési et de Lille, au sud de l'Avenue Charland",0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.6378479,45.57013702
3133,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire De Normanville,,Jardin communautaire, ,"Rue De Normanville, entre les rues Jarry et Tillemont",0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62030029,45.54842758
3134,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Le Goupillier,,Jardin communautaire, ,"Sur la 54e Rue, entre le Boulevard Pie-IX et la 24e Avenue",0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62618986,45.58335237
3135,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Le Michelois,,Jardin communautaire, ,"Boulevard Saint-Michel, au nord du Boulevard Robert",0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.61917877,45.56846619
3136,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Villeray,,Jardin communautaire, ,Avenue Christophe-Colomb et Rue Jarry,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62297339,45.54698576
3137,Culturel,Art public,Jardin de sculptures du Cirque du Soleil,,Art public, , ,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61463928,45.56122208
3138,Service public,Service municipal,Éco-quartier de Parc-Extension,Éco-quartier,Éco-quartier,419,Rue Saint-Roch,-1,SS-06,Montréal,H3N 1K2,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62885662,45.53145075
3139,Récréatif / sportif,Parc et autre espace vert,Parc Athéna,,Parc, , ,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.6242218,45.52775955
3140,Récréatif / sportif,Parc et autre espace vert,Parc Beaumont–De L’Épée,,Parc, , ,0, ,Montréal,H3N 2C9,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62016296,45.52705383
3141,Récréatif / sportif,Parc et autre espace vert,Parc Bélair,,Parc, , ,0, ,Montréal,H2A 3G4,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.59753418,45.55488968
3142,Récréatif / sportif,Parc et autre espace vert,Parc Birnam,,Parc, , ,0, ,Montréal,H3N 2S8,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62416635,45.52451706
3143,Récréatif / sportif,Parc et autre espace vert,Parc Blomfield,,Parc, , ,0, ,Montréal,H3N 2G8,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62358856,45.52705765
3144,Récréatif / sportif,Parc et autre espace vert,Parc Champagneur,,Parc, , ,0, ,Montréal,H3N 2J5,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62291982,45.52620982
3145,Récréatif / sportif,Parc et autre espace vert,Parc Champdoré,,Parc,2400,Rue Champdoré,0, ,Montréal,H1Z 1G2,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.63566917,45.56859861
3146,Récréatif / sportif,Parc et autre espace vert,Parc de l’Amitié,,Parc, , ,0, ,Montréal,H1Z 1R2,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61895864,45.57893343
3147,Récréatif / sportif,Parc et autre espace vert,Parc de Lestre,,Parc, , ,0, ,Montréal, H3N 1R4,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.63327026,45.53039932
3148,Récréatif / sportif,Parc et autre espace vert,Parc De Normanville,,Parc, , ,0, ,Montréal,H2R 2V3,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.61574283,45.5456588
3149,Récréatif / sportif,Parc et autre espace vert,Parc de Sienne,,Parc, , ,0, ,Montréal,H1Z 1H5,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.62607575,45.58259583
3150,Récréatif / sportif,Parc et autre espace vert,Parc de Turin,,Parc, , ,0, ,Montréal,H2E 1W7,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.61069758,45.54538865
3151,Récréatif / sportif,Parc et autre espace vert,Parc des Rêves,,Parc, , ,0, ,Montréal,H2P 2J9,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.63313888,45.54172225
3152,Récréatif / sportif,Parc et autre espace vert,Parc du Bon-Air,,Parc, , ,0, ,Montréal,H2A 3E6,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.60145569,45.55751038
3153,Récréatif / sportif,Parc et autre espace vert,Parc Frédéric-Back,,Parc, , ,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 1,-73.62819415,45.56231871
3154,Récréatif / sportif,Parc et autre espace vert,Parc François-Perrault,,Parc, , ,0, ,Montréal,H2A 3L6,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.60066922,45.56235361
3155,Récréatif / sportif,Parc et autre espace vert,Parc Gabriel-Sagard,,Parc, , ,0, ,Montréal,H2E 2T5,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.60307875,45.55125211
3156,Récréatif / sportif,Parc et autre espace vert,Parc George-Vernot,,Parc, , ,0, ,Montréal,H1Z 0A3,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.61516008,45.56835768
3157,Récréatif / sportif,Parc et autre espace vert,Parc Giovannina-Di Tomasso,,Parc, , ,0, ,Montréal,H2E,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61985779,45.54824448
3158,Récréatif / sportif,Parc et autre espace vert,Parc Howard,,Parc, , ,0, ,Montréal, H3N 2G5,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.64328515,45.53402119
3159,Récréatif / sportif,Parc et autre espace vert,Parc Jarry,,Parc,285,Rue Gary-Carter,0, ,Montréal,H2R 2W1,Villeray–Saint-Michel–Parc-Extension,niveau 1,-73.62822723,45.53538895
3160,Récréatif / sportif,Parc et autre espace vert,Parc Jean-Marie-Lamonde,,Parc, , ,0, ,Montréal,H2R 2M1,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.62101746,45.54305267
3161,Récréatif / sportif,Parc et autre espace vert,Parc Julie-Hamelin,,Parc, , ,0, ,Montréal,H1Z 1Z5,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.6170578,45.56343079
3162,Récréatif / sportif,Parc et autre espace vert,Parc Joseph-Robin,,Parc, , ,0, ,Montréal,H2A,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.59605838,45.56468741
3163,Récréatif / sportif,Parc et autre espace vert,Parc Le Prévost,,Parc, , ,0, ,Montréal,H2R 1J2,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.61282349,45.54340744
3164,Récréatif / sportif,Parc et autre espace vert,Parc Michel-Ange,,Parc, , ,0, ,Montréal,H2A 1J3,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.59636952,45.56338347
3165,Récréatif / sportif,Parc et autre espace vert,Parc Nicolas-Tillemont,,Parc, , ,0, ,Montréal,H2E 2V4,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.61205292,45.55493546
3166,Récréatif / sportif,Parc et autre espace vert,Parc Ogilvy-Outremont,,Parc, , ,0, ,Montréal, H3N 1N9,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62695674,45.52674454
3167,Récréatif / sportif,Parc et autre espace vert,Parc Ovila-Légaré,,Parc, , ,0, ,Montréal,H1Z 3W3,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.62348496,45.58120134
3168,Récréatif / sportif,Parc et autre espace vert,Parc René-Goupil,,Parc, , ,0, ,Montréal,H1Z 4B3,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.61019383,45.57769098
3169,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Damase,,Parc, , ,0, ,Montréal, H2A 0A1,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.5991056,45.56814566
3170,Récréatif / sportif,Parc et autre espace vert,Parc Sainte-Lucie,,Parc, , ,0, ,Montréal,H1Z 0A3,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.6261998,45.57535177
3171,Récréatif / sportif,Parc et autre espace vert,Parc Sainte-Yvette,,Parc, , ,0, ,Montréal,H1Z 1T3,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.62590099,45.56974668
3172,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Roch,,Parc, , ,0, ,Montréal,J4K 3E1,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.63148649,45.53239875
3173,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Vincent-Ferrier,,Parc, , ,0, ,Montréal,H2P 2H5,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.63114166,45.54196549
3174,Récréatif / sportif,Parc et autre espace vert,Parc Shaughnessy,,Parc, , ,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.60122117,45.56554778
3175,Récréatif / sportif,Parc et autre espace vert,Parc Victorien-Pesant,,Parc, , ,0, ,Montréal,H2R 2B2,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61908591,45.53767887
3176,Récréatif / sportif,Parc et autre espace vert,Parc Villeray,,Parc, , ,0, ,Montréal, H2R 2V6,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.62120056,45.54754257
3177,Récréatif / sportif,Parc et autre espace vert,Parc Villeray-Ouest,,Parc, , ,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62150526,45.54637035
3178,Récréatif / sportif,Parc et autre espace vert,Parc-école Barclay,,Parc, , ,0, ,Montréal,H3N 2M3,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.63491139,45.52912461
3179,Récréatif / sportif,Parc et autre espace vert,Parc-école Montcalm,,Parc, , ,0, ,Montréal,H1Z 3J3,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62175751,45.56961823
3180,Récréatif / sportif,Parc et autre espace vert,Parc-école Sainte-Cécile,,Parc, , ,0, ,Montréal,H2R 1Y2,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61724854,45.5365715
3181,Récréatif / sportif,Parc et autre espace vert,Parc-école Saint-Grégoire-le-Grand,,Parc, , ,0, ,Montréal, H2E 2H5,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61685944,45.55258942
3182,Récréatif / sportif,Parc et autre espace vert,Parc-école Saint-Pierre-Apôtre,,Parc, , ,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.63988493,45.54001868
3183,Récréatif / sportif,Parc et autre espace vert,Parc-école Sinclair-Laird,,Parc, , ,0, ,Montréal, H3N 1E3,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.64231873,45.53043747
3184,Récréatif / sportif,Parc et autre espace vert,Passage piétonnier Rousselot,,Parc, , ,0, ,Montréal,H2E 3A6,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.61746857,45.54927991
3185,Service public,Service d'urgence,Caserne 37,,Caserne de pompiers,795,Rue Jarry Est,0, ,Montréal,H2P 1W3,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62670863,45.54634517
3186,Service public,Service d'urgence,Caserne 41,,Caserne de pompiers,7405,Avenue Champagneur,0, ,Montréal,H3N 2K1,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62638287,45.52761328
3187,Service public,Service d'urgence,Caserne 9,,Caserne de pompiers,8100,Boulevard Saint-Michel,0, ,Montréal,H1Z 3E2,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.61018688,45.56375537
3188,Service public,Établissement scolaire,Perspectives I et II High School,,École secondaire et professionnelle,7770,20e Avenue,0, ,Montréal,H2A 2K9,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.60075378,45.56819916
3190,Récréatif / sportif,Équipement sportif et récréatif,Piscine John-F.-Kennedy,,Piscine intérieure,3030,Rue Villeray,0, ,Montréal,H2A 1E7,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.60425549,45.56001151
3191,Récréatif / sportif,Équipement sportif et récréatif,Piscine Joseph-Charbonneau,,Piscine intérieure,8200,Rue Rousselot,0, ,Montréal,H2E 3B4,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62330707,45.55144971
3192,Récréatif / sportif,Équipement sportif et récréatif,Piscine Patro Le Prévost,,Piscine intérieure,7355,Avenue Christophe-Colomb,0, ,Montréal,H2R 2S5,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61422573,45.5440006
3193,Récréatif / sportif,Équipement sportif et récréatif,Piscine René-Goupil,,Piscine intérieure,4250,Rue du Parc-René-Goupil,0, ,Montréal,H1Z 1X7,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61115997,45.57804162
3194,Récréatif / sportif,Équipement sportif et récréatif,Piscine Saint-Roch,,Piscine intérieure,400,Avenue Ball,0, ,Montréal,H3N 1H6,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.63090259,45.53200077
3195,Récréatif / sportif,Parc et autre espace vert,Place de la Gare-Jean-Talon,,Parc, , ,0, ,Montréal,H3N 2Y8,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.62314518,45.53019248
3196,Culturel,Lieu de diffusion,Salle de diffusion de Parc-Extension,,Lieu de diffusion municipal,421,Rue Saint-Roch,0, ,Montréal,H3N 1K2,Villeray–Saint-Michel–Parc-Extension,niveau 1,-73.62974386,45.5317613
3197,Service public,Service municipal,Éco-quartier de Saint-Michel,Éco-quartier,Éco-quartier,7501,Rue François-Perrault,0, ,Montréal,H2A 1M1,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.60134496,45.56175956
3198,Récréatif / sportif,Équipement sportif et récréatif,Stade de soccer de Montréal,,Centre sportif intérieur,9235,Avenue Papineau ,0, ,Montréal,H2M 2G5,Villeray–Saint-Michel–Parc-Extension,niveau 2,-73.63904921,45.56289448
3199,Culturel,Lieu de diffusion,Théâtre Les Deux Mondes / Théâtre aux Écuries,,Théâtre / salle de spectacle / petit lieu de diffusion,7285,Rue Chabot,0, ,Montréal,H2J 2P9,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.60788675,45.55013649
3200,Culturel,Lieu de diffusion,TOHU,,Théâtre / salle de spectacle / petit lieu de diffusion,2345,Rue Jarry Est,0, ,Montréal,H1Z 4P3,Villeray–Saint-Michel–Parc-Extension,niveau 1,-73.61611176,45.55833435
3201,Service public,Service municipal,Éco-quartier de Villeray,Éco-quartier,Éco-quartier,7355,Avenue Christophe-Colomb,0, ,Montréal,H2R 2S5,Villeray–Saint-Michel–Parc-Extension,niveau 3,-73.61407057,45.54396385
3202,Service public,Service municipal,Mairie de l’arrondissement de Villeray–Saint-Michel–Parc-Extension,Mairie d'arrondissement,Hôtel de ville / mairie,405,Avenue Ogilvy,0, ,Montréal,H3N 1M3,Villeray–Saint-Michel–Parc-Extension,niveau 1,-73.62495002,45.53065128
3204,Culturel,Circuit et parcours,Rue Stanislas,,Rue piétonne, ,Rue Stanislas,0, ,Montréal, ,Saint-Laurent,niveau 4,-73.69834903,45.52275808
3205,Culturel,Circuit et parcours,Place Villeray,,Rue piétonne, ,Rue Villeray,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.62257198,45.54223018
3206,Culturel,Circuit et parcours,Place De Castelnau,,Rue piétonne, ,Rue De Castelnau Est,0, ,Montréal, ,Villeray–Saint-Michel–Parc-Extension,niveau 4,-73.61822591,45.53763953
3207,Service public,Établissement scolaire,École Marc-Laflamme / Le Prélude,,École secondaire et professionnelle,555,19e Avenue,0, ,Montréal,H1B 3E3,Rivière-des-Prairies–Pointe-aux-Trembles,niveau 3,-73.4900583,45.64587278
3208,Récréatif / sportif,Équipement communautaire,Pavillon Notre-Dame-de-Grâce,,Organisme communautaire et centre de loisirs,3501,Avenue Marcil,0, ,Montréal,H4A 2Z5,Côte-des-Neiges–Notre-Dame-de-Grâce,niveau 3,-73.61478544,45.47293836
3209,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Antenne-Ferroviaire Longue-pointe,,Jardin communautaire, , ,0, ,Montréal, ,Mercier–Hochelaga-Maisonneuve,niveau 4,-73.53872232,45.55834584
3210,Récréatif / sportif,Parc et autre espace vert,Jardin Richmond,,Parc, , ,0, ,Montréal, ,Pierrefonds-Roxboro,niveau 4,-73.84711925,45.4956572
3211,Récréatif / sportif,Parc et autre espace vert,Parc de la Malva,,Parc, , ,0, ,Montréal, ,Pierrefonds-Roxboro,niveau 3,-73.82942008,45.51359981
3212,Récréatif / sportif,Équipement communautaire,Centre communautaire Gerry-Robertson,,Organisme communautaire et centre de loisirs,9665,Boulevard Gouin Ouest,0, ,Montréal,H8Y 1R4,Pierrefonds-Roxboro,niveau 3,-73.78430666,45.50479906
