ID,Famille,Catégorie,Nom français,Nom court,Type,Numéro,rue,Étage,Bureau,Ville,Code postal,Arrondissement,Classification,Longitude,Latitude
541,Récréatif / sportif,Parc et autre espace vert,Promenade Père-Marquette,,Parc, , ,0, ,Montréal, ,Lachine,niveau 2,-73.67874908,45.43183899
542,Récréatif / sportif,Équipement communautaire,Centre Fernand-Laplaine,,Organisme communautaire et centre de loisirs,183,Rue des Érables,0, ,Montréal,H8R 1N3,Lachine,niveau 3,-73.65151729,45.44575246
544,Service public,Information touristique,Centre de services aux visiteurs du Canal-de-Lachine,,Bureau d'information touristique,500,Chemin des Iroquois,0, ,Montréal,H8S 4J5,Lachine,niveau 3,-73.66794586,45.43099594
545,Service public,Service municipal,Mairie d’arrondissement de Montréal-Nord,Mairie d’arrondissement,Hôtel de ville / mairie,4242,Place de l'Hôtel-de-Ville,0, ,Montréal,H1H 5R5,Montréal-Nord,niveau 1,-73.63780975,45.5941124
548,Récréatif / sportif,Équipement communautaire,Club d’aviron Lachine,,Organisme communautaire et centre de loisirs,2801,Boulevard Saint-Joseph,0, ,Montréal,H8S 4B7,Lachine,niveau 4,-73.6882558,45.43349985
549,Récréatif / sportif,Équipement communautaire,Club de canoë de course,,Organisme communautaire et centre de loisirs,2105,Boulevard Saint-Joseph,0, ,Montréal,H8S 2N7,Lachine,niveau 4,-73.68420364,45.43278293
550,Récréatif / sportif,Équipement communautaire,Club des chasseurs et pêcheurs,,Organisme communautaire et centre de loisirs,3051,Boulevard Saint-Joseph,0, ,Montréal,H8S 4B7,Lachine,niveau 4,-73.69139518,45.43338977
551,Service public,Service d'urgence,Caserne 64,,Caserne de pompiers,3175,Rue Remembrance,0, ,Montréal,H8S 1Z5,Lachine,niveau 4,-73.6908493,45.43733597
552,Récréatif / sportif,Équipement communautaire,École de voile,,Organisme communautaire et centre de loisirs,3045,Boulevard Saint-Joseph,0, ,Montréal,H8S 4B7,Lachine,niveau 4,-73.6912305,45.43341037
553,Service public,Transport,Pôle CÉGEP André-Laurendeau,,Pôle de mobilité, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.60467001,45.43718401
554,Service public,Service d'urgence,Poste de quartier 13,,Police de quartier,8745,Boulevard LaSalle,0, ,Montréal,H8P 1Z2,LaSalle,niveau 3,-73.6215744,45.41550446
555,Culturel,Lieu de diffusion,Moulin Fleming,,Lieu de diffusion municipal,9675,Boulevard LaSalle,0, ,Montréal,H8R 2N8,LaSalle,niveau 1,-73.66014118,45.4260887
556,Service public,Établissement scolaire,École de la Traversée,,École secondaire et professionnelle,400,80e Avenue,0, ,Montréal,H8R 2T3,LaSalle,niveau 4,-73.63647461,45.41989517
557,Récréatif / sportif,Parc et autre espace vert,Parc Albert-Perras,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.61194611,45.43494415
558,Récréatif / sportif,Parc et autre espace vert,Parc Angrignon,,Parc, , ,0, ,Montréal,H4E 4J3,Le Sud-Ouest,niveau 1,-73.60307312,45.44228745
559,Récréatif / sportif,Parc et autre espace vert,Parc Boivin,,Parc, , ,0, ,Montréal,H8R 2L5,LaSalle,niveau 3,-73.6333313,45.41926575
560,Récréatif / sportif,Parc et autre espace vert,Parc Christophe-Colomb,,Parc, , ,0, ,Montréal,H8N 3C4,LaSalle,niveau 2,-73.62717438,45.43036652
561,Récréatif / sportif,Parc et autre espace vert,Parc Dalmany,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.65899658,45.42925644
562,Récréatif / sportif,Parc et autre espace vert,Parc Marie-Claire-Kirkland-Casgrain,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.63102722,45.41513062
563,Récréatif / sportif,Parc et autre espace vert,Parc Des Rapides,,Parc, ,Boulevard LaSalle,0, ,Montréal,H8P 1X6,LaSalle,niveau 1,-73.59287715,45.42919612
564,Récréatif / sportif,Parc et autre espace vert,Parc Dollier-de-Casson,,Parc, , ,0, ,Montréal,H8R 1S1,LaSalle,niveau 2,-73.65859985,45.43433762
565,Récréatif / sportif,Parc et autre espace vert,Parc du Père-Marquette,,Parc, , ,0, ,Montréal,H8N 2X3,LaSalle,niveau 3,-73.61496319,45.43004457
566,Récréatif / sportif,Parc et autre espace vert,Parc et site archéologique des Saints-Anges,Parc des Saints-Anges,Parc, , ,0, ,Montréal,H8R 3Z7,LaSalle,niveau 2,-73.65678406,45.42419815
567,Récréatif / sportif,Parc et autre espace vert,Parc Félix-Leclerc,,Parc, , ,0, ,Montréal,H8N 2T9,LaSalle,niveau 2,-73.62475586,45.42321396
568,Récréatif / sportif,Parc et autre espace vert,Parc G.-Melatti,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.60899505,45.43265426
569,Récréatif / sportif,Parc et autre espace vert,Parc Hayward,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 2,-73.64795837,45.42332196
570,Récréatif / sportif,Parc et autre espace vert,Parc Hébert,,Parc, , ,0, ,Montréal,H8P 2S9,LaSalle,niveau 2,-73.62651062,45.41931915
571,Récréatif / sportif,Parc et autre espace vert,Parc Highlands,,Parc, , ,0, ,Montréal,H8R 3N2,LaSalle,niveau 3,-73.65699768,45.42657471
572,Récréatif / sportif,Parc et autre espace vert,Parc J.-D.-Ducharme,,Parc, , ,0, ,Montréal,H2B 2P2,LaSalle,niveau 3,-73.62386059,45.42801134
573,Récréatif / sportif,Parc et autre espace vert,Parc J.O.R.-Leduc,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.63270569,45.42802429
574,Récréatif / sportif,Parc et autre espace vert,Parc Jeannotte,,Parc, , ,0, ,Montréal,H8R 4C8,LaSalle,niveau 3,-73.6394577,45.4324379
575,Récréatif / sportif,Parc et autre espace vert,Parc Lacharité,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 2,-73.62279917,45.41734891
576,Récréatif / sportif,Parc et autre espace vert,Parc Lasalle-Nord,,Parc, , ,0, ,Montréal,H8N 1B1,LaSalle,niveau 3,-73.61734772,45.43759537
577,Récréatif / sportif,Parc et autre espace vert,Parc Lawrence,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.62682342,45.41823578
578,Récréatif / sportif,Parc et autre espace vert,Parc Lefebvre,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 2,-73.63588661,45.43443702
579,Récréatif / sportif,Parc et autre espace vert,Parc Leroux,,Parc, , ,0, ,Montréal,H8P 1K3,LaSalle,niveau 2,-73.59513092,45.43408585
580,Récréatif / sportif,Parc et autre espace vert,Parc Louis-Marie-Gagnon,,Parc, , ,0, ,Montréal,H8R 3K6,LaSalle,niveau 3,-73.65463344,45.42604919
581,Récréatif / sportif,Parc et autre espace vert,Parc Maher,,Parc, , ,0, ,Montréal,H8R 2E9,LaSalle,niveau 3,-73.63270569,45.42222214
582,Récréatif / sportif,Parc et autre espace vert,Parc Marroni,,Parc, , ,0, ,Montréal,H8R 3S4,LaSalle,niveau 3,-73.6603241,45.43109131
583,Récréatif / sportif,Parc et autre espace vert,Parc Martineau,,Parc, , ,0, ,Montréal,H8R 3T2,LaSalle,niveau 3,-73.66400909,45.42913437
584,Récréatif / sportif,Parc et autre espace vert,Parc Ménard,,Parc, , ,0, ,Montréal,H8R 1T3,LaSalle,niveau 2,-73.65300751,45.43362045
585,Récréatif / sportif,Parc et autre espace vert,Parc Mohawk,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 2,-73.65650177,45.4299202
586,Récréatif / sportif,Parc et autre espace vert,Parc Ouellette,,Parc, , ,0, ,Montréal,H8N 1N1,LaSalle,niveau 2,-73.62215424,45.43306351
587,Récréatif / sportif,Parc et autre espace vert,Parc Parent,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.62776184,45.42218781
588,Récréatif / sportif,Parc et autre espace vert,Parc Paul-Séguin,,Parc, , ,0, ,Montréal,H8P 3K9,LaSalle,niveau 3,-73.61354065,45.42444229
589,Récréatif / sportif,Parc et autre espace vert,Parc Raymond,,Parc, , ,0, ,Montréal,H8P 2R2,LaSalle,niveau 2,-73.6025238,45.42782211
590,Récréatif / sportif,Parc et autre espace vert,Parc Riverside,,Parc, , ,0, ,Montréal,H8P 3L2,LaSalle,niveau 2,-73.61174774,45.42102814
591,Récréatif / sportif,Parc et autre espace vert,Parc Stinson,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 4,-73.66040082,45.42570281
592,Récréatif / sportif,Parc et autre espace vert,Parc-école Cavelier-de-LaSalle,,Parc, , ,0, ,Montréal,H8R 2W7,LaSalle,niveau 3,-73.64027405,45.41916657
593,Récréatif / sportif,Parc et autre espace vert,Parc-école Laurendeau-Dunton,,Parc, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.62668272,45.4295293
594,Récréatif / sportif,Parc et autre espace vert,Parc-école Notre-Dame-des-Rapides,,Parc, , ,0, ,Montréal,H8P 3A8,LaSalle,niveau 3,-73.61960285,45.42112079
595,Récréatif / sportif,Équipement sportif et récréatif,Aire de jeux de l'Aquaciel,,Jeux d'eau, , ,0, ,Montréal, ,LaSalle,niveau 4,-73.62870026,45.4213562
596,Service public,Établissement scolaire,École Allion Elementary School,,École primaire,140,9e Avenue,0, ,Montréal,H8P 2N9,LaSalle,niveau 4,-73.5997622,45.42825261
597,Récréatif / sportif,Équipement sportif et récréatif,Aquadôme Michel-Leduc,,Piscine intérieure,1411,Rue Lapierre,0, ,Montréal,H8N 2J4,LaSalle,niveau 1,-73.60774231,45.43682861
598,Récréatif / sportif,Équipement sportif et récréatif,Aréna Jacques-Lemaire,,Centre sportif intérieur,8681,Boulevard Champlain,0, ,Montréal,H8P 1B8,LaSalle,niveau 2,-73.62242403,45.41865903
599,Récréatif / sportif,Parc et autre espace vert,Parc du Bois-des-Caryers,,Parc, , ,0, ,Montréal,H8N 2M8,LaSalle,niveau 2,-73.61287662,45.44057812
600,Service public,Établissement scolaire,CÉGEP André-Laurendeau,,Cégep et université,1111,Rue Lapierre,0, ,Montréal,H8N 2J4,LaSalle,niveau 1,-73.60542859,45.43633284
601,Récréatif / sportif,Équipement sportif et récréatif,Centre d'activités physiques et de loisirs du CÉGEP André-Laurendeau (CAPCAL),Centre d'activités physiques et de loisirs (CAPCAL),Centre sportif intérieur,1111,Rue Lapierre,0, ,Montréal,H8N 2J4,LaSalle,niveau 2,-73.60584158,45.43655626
602,Récréatif / sportif,Équipement sportif et récréatif,Centre de tennis Cavelier,,Équipement sportif extérieur,330,80e Avenue,0, ,Montréal,H8R 2T4,LaSalle,niveau 4,-73.63691148,45.41883911
603,Service public,Établissement scolaire,Centre d'éducation des adultes de LaSalle (édifice Clément),Centre d'éducation des adultes de LaSalle (Clément),École secondaire et professionnelle,9569,Rue Jean-Milot,0, ,Montréal,H8R 1X8,LaSalle,niveau 3,-73.64849091,45.43122864
604,Service public,Établissement scolaire,Centre d'éducation des adultes de LaSalle (édifice LaSalle),Centre d'éducation des adultes de LaSalle (LaSalle),École secondaire et professionnelle,8825,Rue Centrale,0, ,Montréal,H8P 1P3,LaSalle,niveau 3,-73.62619019,45.41713333
605,Service public,Établissement scolaire,Centre éducatif Marguerite-Bourgeoys,,École secondaire et professionnelle,8700,Boulevard Champlain,0, ,Montréal,H8P 3H7,LaSalle,niveau 3,-73.621521,45.41821289
606,Service public,Établissement scolaire,"Centre intégré de mécanique, de métallurgie et d'électricité (CIMME)","Centre intégré de mécanique, de métallurgie et d'électricité ",École secondaire et professionnelle,1100,Rue Ducas,0, ,Montréal,H8N 3E6,LaSalle,niveau 3,-73.60393836,45.4367334
607,Récréatif / sportif,Équipement sportif et récréatif,Centre sportif Dollard-St-Laurent,,Centre sportif intérieur,707,75e Avenue,0, ,Montréal,H8R 3Y2,LaSalle,niveau 3,-73.62883759,45.42202759
608,Service public,Établissement scolaire,Académie Children's World Academy,,École primaire,2241,Rue Ménard,0, ,Montréal,H8N 1J4,LaSalle,niveau 4,-73.62952423,45.43797684
609,Service public,Service de santé,CLSC de LaSalle,,CLSC,8550,Boulevard Newman,0, ,Montréal,H8N 1Y5,LaSalle,niveau 3,-73.6312362,45.43079413
610,Culturel,Bibliothèque,Bibliothèque L'Octogone,,Bibliothèque publique,1080,Avenue Dollard,0, ,Montréal,H8N 2T9,LaSalle,niveau 1,-73.62325825,45.42433177
611,Service public,Établissement scolaire,École des Découvreurs,,École primaire,845,39e Avenue,0, ,Montréal,H8P 2Y9,LaSalle,niveau 4,-73.61392006,45.42125686
612,Service public,Établissement scolaire,École du Grand-Héron,,École primaire,7676,Rue Centrale,0, ,Montréal,H8P 1L5,LaSalle,niveau 4,-73.59767151,45.43053436
613,Service public,Établissement scolaire,École Henri-Forest,,École primaire,100,Avenue du Trésor-Caché,0, ,Montréal,H8R 3K3,LaSalle,niveau 4,-73.65279784,45.42522257
614,Service public,Établissement scolaire,École Laurendeau-Dunton,,École primaire,1515,Rue Rancourt,0, ,Montréal,H8N 1R7,LaSalle,niveau 4,-73.62626666,45.42875487
615,Service public,Établissement scolaire,École Notre-Dame-des-Rapides,,École primaire,8585,Rue George,0, ,Montréal,H8P 1G5,LaSalle,niveau 4,-73.6192627,45.42055893
616,Service public,Établissement scolaire,École Petit-Collège,,École primaire,9343,Rue Jean-Milot,0, ,Montréal,H8R 1Y7,LaSalle,niveau 4,-73.64102736,45.42954288
617,Service public,Établissement scolaire,École Pierre-Rémy,,École primaire,360,80e Avenue,0, ,Montréal,H8R 2T3,LaSalle,niveau 4,-73.63664094,45.41954079
618,Service public,Établissement scolaire,École Sainte-Catherine-Labouré,,École primaire,441,Rue Trudeau,0, ,Montréal,H8R 3C3,LaSalle,niveau 4,-73.64014435,45.43133545
619,Service public,Établissement scolaire,École Sainte-Geneviève (Sud),,École primaire,7520,Rue Édouard,0, ,Montréal,H8P 1S2,LaSalle,niveau 4,-73.59288025,45.43420029
620,Service public,Établissement scolaire,École secondaire Cavelier-De LaSalle,,École secondaire et professionnelle,9199,Rue Centrale,0, ,Montréal,H8R 2J9,LaSalle,niveau 4,-73.64017487,45.41802216
621,Service public,Établissement scolaire,École Terre-des-Jeunes,,École primaire,7900,Rue Doyle,0, ,Montréal,H8N 0E9,LaSalle,niveau 4,-73.63034348,45.43834357
622,Culturel,Lieu de diffusion,Centre culturel et communautaire Henri-Lemieux /Galerie Les Trois C / Théâtre du Grand Sault,Centre culturel et communautaire Henri-Lemieux,Lieu de diffusion municipal,7644,Rue Édouard,0, ,Montréal,H8P 1T3,LaSalle,niveau 1,-73.59424591,45.43066025
623,Service public,Service de santé,Hôpital de LaSalle (urgence 24 h),Hôpital de LaSalle,Hôpital,8585,Terrasse Champlain,0, ,Montréal,H8P 1C1,LaSalle,niveau 1,-73.6231842,45.42069626
624,Récréatif / sportif,Parc et autre espace vert,Jardin communautaire Charles-Nagy,,Jardin communautaire, , ,0, ,Montréal,H8R 3K9,LaSalle,niveau 4,-73.65475765,45.42471348
626,Service public,Établissement scolaire,LaSalle Community Comprehensive High School,,École secondaire et professionnelle,240,9e Avenue,0, ,Montréal,H8P 2N9,LaSalle,niveau 3,-73.60041809,45.42831039
627,Service public,Établissement scolaire,École LaSalle Elementary Junior,,École primaire,8340,Rue David Boyer,0, ,Montréal,H8N 2A1,LaSalle,niveau 4,-73.62594319,45.43243977
628,Service public,Établissement scolaire,École LaSalle Elementary Senior,,École primaire,1555,Rue Rancourt,0, ,Montréal,H8N 1R7,LaSalle,niveau 4,-73.62736131,45.42920273
629,Culturel,Art public,"Jacques Bilodeau et Claude Cormier + Associés, Au grand dam, 2016",Au grand dam,Art public, , ,0, ,Montréal, ,LaSalle,niveau 3,-73.5864521,45.4337548
630,Récréatif / sportif,Équipement sportif et récréatif,Patinoire extérieure Bleu Blanc Rouge,,Équipement sportif extérieur,170,Avenue Orchard,0, ,Montréal,H8R 0A2,LaSalle,niveau 4,-73.64778476,45.42308664
631,Service public,Établissement scolaire,Pearson Adult and Career Centre,,École secondaire et professionnelle,8300,Rue George,0, ,Montréal,H8P 1E5,LaSalle,niveau 3,-73.61211962,45.42278493
632,Récréatif / sportif,Équipement sportif et récréatif,Piste Fritz-R.-Prévost,,Équipement sportif extérieur, , ,0, ,Montréal,H8P 3L2,LaSalle,niveau 3,-73.61038971,45.42127991
633,Récréatif / sportif,Équipement sportif et récréatif,Stade Éloi-Viau,,Équipement sportif extérieur, , ,0, ,Montréal,H8P 3L2,LaSalle,niveau 3,-73.61148071,45.41994476
634,Récréatif / sportif,Équipement sportif et récréatif,Stade Keith-Ewenson,,Équipement sportif extérieur, , ,0, ,Montréal,H8P 3L2,LaSalle,niveau 3,-73.61038971,45.42127991
635,Culturel,Lieu de diffusion,Théâtre Desjardins,,Lieu de diffusion municipal,1111,Rue Lapierre,0, ,Montréal,H8N 2J4,LaSalle,niveau 1,-73.60534668,45.43648911
637,Service public,Service municipal,Écocentre LaSalle,Écocentre,Centre de récupération et de tri,7272,Rue Saint-Patrick,0, ,Montréal,H8N 2J7,LaSalle,niveau 3,-73.62633514,45.44752884
638,Service public,Service municipal,Mairie d'arrondissement de LaSalle,Mairie d'arrondissement,Hôtel de ville / mairie,55,Avenue Dupras,0, ,Montréal,H8R 4A8,LaSalle,niveau 1,-73.66134073,45.42800202
639,Récréatif / sportif,Équipement communautaire,Club garçons et filles de LaSalle,,Organisme communautaire et centre de loisirs,8600,Rue Hardy,0, ,Montréal,H8N 2P5,LaSalle,niveau 3,-73.63590241,45.43325806
640,Service public,Service d'urgence,Caserne 65,,Caserne de pompiers,1300,Avenue Dollard,0, ,Montréal,H8N 2P2,LaSalle,niveau 4,-73.6263504,45.42586899
641,Récréatif / sportif,Équipement communautaire,Loisirs Laurendeau-Dunton,,Organisme communautaire et centre de loisirs,1555,Rue Rancourt,0, ,Montréal,H8N 1R7,LaSalle,niveau 3,-73.62694587,45.42910254
642,Récréatif / sportif,Équipement communautaire,Loisirs Notre-Dame-du-Sacré-Cœur,,Organisme communautaire et centre de loisirs,7765,Rue Centrale,0, ,Montréal,H8P 1M4,LaSalle,niveau 3,-73.59921138,45.4280216
644,Récréatif / sportif,Équipement communautaire,Loisirs Saint-Nazair,,Organisme communautaire et centre de loisirs,100,Avenue du Trésor-Caché,0, ,Montréal,H8R 3K3,LaSalle,niveau 3,-73.65277389,45.42536736
645,Récréatif / sportif,Équipement communautaire,Maison des jeunes La Bicoque,Maison des jeunes La Bicoque,Organisme communautaire et centre de loisirs,170,Avenue Orchard,0, ,Montréal,H8R 0A2,LaSalle,niveau 3,-73.64790344,45.42265701
647,Service public,Service d'urgence,Poste de quartier 38,,Police de quartier,1033,Rue Rachel Est,0, ,Montréal,H2J 2J5,Le Plateau-Mont-Royal,niveau 3,-73.57505716,45.52551883
648,Récréatif / sportif,Équipement communautaire,Centre culturel Calixa-Lavallée,,Organisme communautaire et centre de loisirs,3819 ,Avenue Calixa-Lavallée,0, ,Montréal,H2L 3A7,Le Plateau-Mont-Royal,niveau 3,-73.56941674,45.52707196
649,Culturel,Lieu de diffusion,Maison de la culture du Plateau-Mont-Royal,,Lieu de diffusion municipal,465,Avenue du Mont-Royal Est,0, ,Montréal,H2J 1W3,Le Plateau-Mont-Royal,niveau 1,-73.58247348,45.52487283
650,Culturel,Art public,"Michel Goulet, Les leçons singulieres (volet 1), 1990",Les leçons singulieres (volet 1),Art public, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 3,-73.5703631,45.5215219
651,Culturel,Établissement culturel,Musée des hospitalières de l’Hôtel-Dieu de Montréal,Musée des hospitalières de l’Hôtel-Dieu,Musée et centre d'interprétation / d'exposition,201,Avenue des Pins Ouest,0, ,Montréal,H2W 1R5,Le Plateau-Mont-Royal,niveau 1,-73.57699219,45.51329254
652,Culturel,Établissement culturel,Musée des pompiers,,Musée et centre d'interprétation / d'exposition,5100,Boulevard Saint-Laurent,0, ,Montréal,H2T 1R8,Le Plateau-Mont-Royal,niveau 4,-73.59321594,45.52307892
653,Culturel,Établissement culturel,Musée Régimentaire les Fusiliers Mont-Royal,,Musée et centre d'interprétation / d'exposition,3721,Avenue Henri-Julien,0, ,Montréal,H2X 3H4,Le Plateau-Mont-Royal,niveau 4,-73.57222495,45.51794452
654,Culturel,Lieu de diffusion,Oboro,,Galerie d'art,4001,Rue Berri,0,301,Montréal,H2L 4H2,Le Plateau-Mont-Royal,niveau 4,-73.57438898,45.52166708
655,Récréatif / sportif,Parc et autre espace vert,Parc Albert–Saint-Martin,,Parc, , ,0, ,Montréal,H2J 2T3,Le Plateau-Mont-Royal,niveau 3,-73.58328247,45.52571487
656,Récréatif / sportif,Parc et autre espace vert,Parc Alphonse-Télesphore-Lépine,,Parc, , ,0, ,Montréal,H2T 2E5,Le Plateau-Mont-Royal,niveau 3,-73.59266405,45.52587715
657,Récréatif / sportif,Parc et autre espace vert,Parc Baldwin,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 2,-73.56684876,45.53675079
658,Récréatif / sportif,Parc et autre espace vert,Parc Ethel-Stark,,Parc, , ,0, ,Montréal,H2X 2R8,Le Plateau-Mont-Royal,niveau 4,-73.57289887,45.51315689
659,Récréatif / sportif,Parc et autre espace vert,Parc Hilda-Ramacière,,Parc, , ,0, ,Montréal,H2X 3A2,Le Plateau-Mont-Royal,niveau 3,-73.57203674,45.5158844
660,Récréatif / sportif,Parc et autre espace vert,Parc de La Bolduc,,Parc, , ,0, ,Montréal,H2L 4J1,Le Plateau-Mont-Royal,niveau 3,-73.57723999,45.52252579
661,Récréatif / sportif,Parc et autre espace vert,Parc De Lorimier,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 3,-73.58008693,45.53753269
662,Récréatif / sportif,Parc et autre espace vert,Parc Denise-Morelle,,Parc, , ,0, ,Montréal,H2J 2M9,Le Plateau-Mont-Royal,niveau 3,-73.58075714,45.5235939
663,Récréatif / sportif,Parc et autre espace vert,Parc des Açores,,Parc, , ,0, ,Montréal,H2W 2H1,Le Plateau-Mont-Royal,niveau 3,-73.57952881,45.51927948
664,Récréatif / sportif,Parc et autre espace vert,Parc des Amériques,,Parc, , ,0, ,Montréal,H2W 1Z4,Le Plateau-Mont-Royal,niveau 4,-73.58185577,45.51839066
665,Récréatif / sportif,Parc et autre espace vert,Parc des Compagnons-de-Saint-Laurent,,Parc, , ,0, ,Montréal,H2H 2N9,Le Plateau-Mont-Royal,niveau 3,-73.57233429,45.53353119
666,Récréatif / sportif,Parc et autre espace vert,Parc Devonshire,,Parc, , ,0, ,Montréal,H2W 1W3,Le Plateau-Mont-Royal,niveau 3,-73.57640076,45.51480484
667,Récréatif / sportif,Parc et autre espace vert,Parc Drolet-Rachel,,Parc, , ,0, ,Montréal, H2W 2L6,Le Plateau-Mont-Royal,niveau 3,-73.5800295,45.52165117
668,Récréatif / sportif,Parc et autre espace vert,Parc du Carmel,,Parc, , ,0, ,Montréal,H2T 3C4,Le Plateau-Mont-Royal,niveau 3,-73.59421918,45.5278151
669,Récréatif / sportif,Parc et autre espace vert,Parc du Portugal,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 4,-73.58362579,45.5191536
670,Récréatif / sportif,Parc et autre espace vert,Parc Edouard-VII,,Parc, , ,0, ,Montréal,H2V 4K9,Le Plateau-Mont-Royal,niveau 3,-73.60886026,45.52674668
671,Récréatif / sportif,Parc et autre espace vert,Parc Émile-Nelligan,,Parc, , ,0, ,Montréal, H2T 2B2,Le Plateau-Mont-Royal,niveau 3,-73.58495464,45.52286805
672,Récréatif / sportif,Parc et autre espace vert,Parc Gilles-Lefebvre,,Parc, , ,0, ,Montréal,H2T 2C7,Le Plateau-Mont-Royal,niveau 3,-73.58415222,45.52339554
673,Récréatif / sportif,Parc et autre espace vert,Parc Hirsch-Wolofsky,,Parc, , ,0, ,Montréal,H2W 2E1,Le Plateau-Mont-Royal,niveau 3,-73.57032297,45.51396789
674,Récréatif / sportif,Parc et autre espace vert,Parc J.-Z.-Léon-Patenaude,,Parc, , ,0, ,Montréal,H2L 1H3,Le Plateau-Mont-Royal,niveau 4,-73.56876582,45.51910527
675,Récréatif / sportif,Parc et autre espace vert,Parc Jean-Jacques-Olier,,Parc, , ,0, ,Montréal,H2W 2L2,Le Plateau-Mont-Royal,niveau 3,-73.57571237,45.51968089
676,Récréatif / sportif,Parc et autre espace vert,Parc Jeanne-Mance,,Parc, , ,0, ,Montréal,H2W 2N4,Le Plateau-Mont-Royal,niveau 1,-73.58501641,45.51614871
677,Récréatif / sportif,Parc et autre espace vert,Parc Jehane-Benoit,,Parc, , ,0, ,Montréal,H2L 1G9,Le Plateau-Mont-Royal,niveau 4,-73.56900959,45.51865339
678,Récréatif / sportif,Parc et autre espace vert,Parc La Fontaine,,Parc, , ,0, ,Montréal,H2L 3A7,Le Plateau-Mont-Royal,niveau 1,-73.56894075,45.52633764
679,Récréatif / sportif,Parc et autre espace vert,Parc Lahaie,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 4,-73.59188855,45.52303685
680,Récréatif / sportif,Parc et autre espace vert,Parc Laval,,Parc, , ,0, ,Montréal,H2X 3E1,Le Plateau-Mont-Royal,niveau 4,-73.57185835,45.51697878
681,Récréatif / sportif,Parc et autre espace vert,Parc Lhasa-De Sela,,Parc, , ,0, ,Montréal,H2T 2V7,Le Plateau-Mont-Royal,niveau 3,-73.60472054,45.52730774
682,Récréatif / sportif,Parc et autre espace vert,Parc Louis-Reitman,,Parc, , ,0, ,Montréal,H2W 2A3,Le Plateau-Mont-Royal,niveau 3,-73.57597351,45.51588821
683,Récréatif / sportif,Parc et autre espace vert,Parc Ludger-Duvernay,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 4,-73.5920105,45.53125382
684,Récréatif / sportif,Parc et autre espace vert,Parc Napoléon,,Parc, ,Avenue Coloniale,0, ,Montréal,H2W 2B8,Le Plateau-Mont-Royal,niveau 3,-73.57751665,45.51727302
685,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Michel,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 2,-73.5925397,45.52397058
686,Récréatif / sportif,Parc et autre espace vert,Parc Saint-Pierre-Claver,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 2,-73.57410431,45.53983307
687,Récréatif / sportif,Parc et autre espace vert,Parc Sir-Wilfrid-Laurier,,Parc, , ,0, ,Montréal, ,Le Plateau-Mont-Royal,niveau 2,-73.58750153,45.53217316
688,Récréatif / sportif,Parc et autre espace vert,Parc Thérése-Daviau,,Parc, , ,0, ,Montréal,H2L 4H1,Le Plateau-Mont-Royal,niveau 3,-73.572052,45.52014542
689,Récréatif / sportif,Parc et autre espace vert,Parc Toto-Bissainthé,,Parc, , ,0, ,Montréal,H2V 4B7,Le Plateau-Mont-Royal,niveau 3,-73.61042716,45.52509772
690,Récréatif / sportif,Parc et autre espace vert,Parc University-Settlement,,Parc, , ,0, ,Montréal,H2X 2R8,Le Plateau-Mont-Royal,niveau 3,-73.57184796,45.51262028
691,Récréatif / sportif,Parc et autre espace vert,Parc Palomino-Brindamour,,Parc, , ,0, ,Montréal,H2T 2C9,Le Plateau-Mont-Royal,niveau 3,-73.58586121,45.52403259
692,Commercial,Hébergement,L'Appartement Hotel,,Hôtel,455,Rue Sherbrooke Ouest,0, ,Montréal,H3A 1B7,Le Plateau-Mont-Royal,niveau 4,-73.57244912,45.50698973
693,Récréatif / sportif,Équipement sportif et récréatif,Aréna Mont-Royal,,Centre sportif intérieur,4365,Rue Cartier,0, ,Montréal,H2H 2N9,Le Plateau-Mont-Royal,niveau 3,-73.57173412,45.53326524
